#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,XXX
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,Bacteria;Proteobacteria;Alphaproteobacteria,M2A.F.Ca.ET.043.05.1.1,SAMN09232657,PRJNA453501,GCA_003952445.1,Complete,6.74919,63.6,chromosome:NZ_CP034446.1/CP034446.1,,1,6148,2018-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/445/GCA_003952445.1_ASM395244v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/445/GCF_003952445.1_ASM395244v1,XXX
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1,Bacteria;Proteobacteria;Alphaproteobacteria,M2A.F.Ca.ET.043.02.1.1,SAMN09232656,PRJNA453501,GCA_003952405.1,Complete,6.70076,63.6,chromosome:NZ_CP034445.1/CP034445.1,,1,6120,2018-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/405/GCA_003952405.1_ASM395240v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/405/GCF_003952405.1_ASM395240v1,XXX
Mesorhizobium sp. J8,Bacteria;Proteobacteria;Alphaproteobacteria,J8,SAMD00251586,PRJDB10638,GCA_016591715.1,Complete,6.69086,63.8,chromosome:NZ_AP024109.1/AP024109.1,,1,6270,2020-12-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/591/715/GCA_016591715.1_ASM1659171v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/591/715/GCF_016591715.1_ASM1659171v1,XXX
Mesorhizobium sp. Pch-S,Bacteria;Proteobacteria;Alphaproteobacteria,Pch-S,SAMN08329305,PRJNA429112,GCA_004136315.1,Complete,6.61921,62.2,chromosome:NZ_CP029562.1/CP029562.1,,1,6094,2019-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/136/315/GCA_004136315.1_ASM413631v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/136/315/GCF_004136315.1_ASM413631v1,XXX
Mesorhizobium sp. AA22,Bacteria;Proteobacteria;Alphaproteobacteria,AA22,SAMN05178586,PRJNA323411,GCA_001672375.2,Complete,6.61105,61.9,chromosome:NZ_CP048406.1/CP048406.1,,1,5874,2020-02-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/672/375/GCA_001672375.2_ASM167237v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/375/GCF_001672375.2_ASM167237v2,XXX
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2,Bacteria;Proteobacteria;Alphaproteobacteria,M9A.F.Ca.ET.002.03.1.2,SAMN09232642,PRJNA453501,GCA_003952365.1,Complete,6.41517,62.5,chromosome:NZ_CP034443.1/CP034443.1,,1,5798,2018-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/365/GCA_003952365.1_ASM395236v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/365/GCF_003952365.1_ASM395236v1,XXX
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1,Bacteria;Proteobacteria;Alphaproteobacteria,M3A.F.Ca.ET.080.04.2.1,SAMN09232671,PRJNA453501,GCA_003952525.1,Complete,6.1656,63.3,chromosome:NZ_CP034451.1/CP034451.1,,1,5562,2018-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/525/GCA_003952525.1_ASM395252v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/525/GCF_003952525.1_ASM395252v1,XXX
Mesirhizobium sp. NIBR3,Bacteria;Proteobacteria;Alphaproteobacteria,N3,SAMN15935146,PRJNA660088,GCA_014495845.1,Complete,6.10926,67.9,chromosome:NZ_CP061080.1/CP061080.1,,1,5648,2020-09-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/495/845/GCA_014495845.1_ASM1449584v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/495/845/GCF_014495845.1_ASM1449584v1,XXX
Mesorhizobium sp. 8,Bacteria;Proteobacteria;Alphaproteobacteria,8,SAMN11877942,PRJNA545192,GCA_006351905.1,Complete,4.81032,65.2,chromosome:NZ_CP040914.1/CP040914.1,,1,4529,2019-06-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/351/905/GCA_006351905.1_ASM635190v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/351/905/GCF_006351905.1_ASM635190v1,XXX
Mesorhizobium sp. DCY119,Bacteria;Proteobacteria;Alphaproteobacteria,DCY119,SAMN09829652,PRJNA485870,GCA_003590645.1, Chromosome,4.83782,61.9,chromosome:NZ_CP031834.1/CP031834.1,,1,4605,2018-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/590/645/GCA_003590645.1_ASM359064v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/590/645/GCF_003590645.1_ASM359064v1,XXX
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1,Bacteria;Proteobacteria;Alphaproteobacteria,M4B.F.Ca.ET.058.02.1.1,SAMN09232665,PRJNA453501,GCA_003952505.1, Chromosome,6.46166,63.7,chromosome:NZ_CP034450.1/CP034450.1,,1,5824,2018-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/505/GCA_003952505.1_ASM395250v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/505/GCF_003952505.1_ASM395250v1,XXX
Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1,Bacteria;Proteobacteria;Alphaproteobacteria,M8A.F.Ca.ET.057.01.1.1,SAMN09232926,PRJNA453501,GCA_003952565.1, Chromosome,6.62934,62.8,chromosome:NZ_CP034454.1/CP034454.1,,1,5793,2018-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/565/GCA_003952565.1_ASM395256v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/565/GCF_003952565.1_ASM395256v1,XXX
Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1,Bacteria;Proteobacteria;Alphaproteobacteria,M7D.F.Ca.US.005.01.1.1,SAMN09232839,PRJNA453501,GCA_003952545.1, Chromosome,7.16823,62.4,chromosome:NZ_CP034453.1/CP034453.1,,1,6691,2018-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/545/GCA_003952545.1_ASM395254v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/545/GCF_003952545.1_ASM395254v1,XXX
Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1,Bacteria;Proteobacteria;Alphaproteobacteria,M1A.F.Ca.IN.022.06.1.1,SAMN09232994,PRJNA453501,GCA_003952605.1, Chromosome,6.27841,63.2,chromosome:NZ_CP034455.1/CP034455.1,,1,5654,2018-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/605/GCA_003952605.1_ASM395260v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/605/GCF_003952605.1_ASM395260v1,XXX
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,Bacteria;Proteobacteria;Alphaproteobacteria,M6A.T.Cr.TU.016.01.1.1,SAMN09232784,PRJNA453501,GCA_003952585.1, Chromosome,6.78458,62.2,chromosome:NZ_CP034452.1/CP034452.1,,1,6239,2018-12-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/585/GCA_003952585.1_ASM395258v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/585/GCF_003952585.1_ASM395258v1,XXX
Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1,Bacteria;Proteobacteria;Alphaproteobacteria,M7A.F.Ce.TU.012.03.2.1,SAMN09233042,PRJNA453501,GCA_004006095.1, Chromosome,6.72813,62.5,chromosome:NZ_CP034779.1/CP034779.1,,1,6248,2019-01-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/006/095/GCA_004006095.1_ASM400609v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/006/095/GCF_004006095.1_ASM400609v1,XXX
Mesorhizobium erdmanii,Bacteria;Proteobacteria;Alphaproteobacteria,NZP2014,SAMN05172962,PRJNA496338,GCA_013170725.1,Complete,6.60222,62.9,chromosome:NZ_CP033361.1/CP033361.1,,1,6126,2020-05-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/170/725/GCA_013170725.1_ASM1317072v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/170/725/GCF_013170725.1_ASM1317072v1,XXX
Mesorhizobium japonicum,Bacteria;Proteobacteria;Alphaproteobacteria,R7Astar,SAMN14650140,PRJNA627051,GCA_012913645.1,Complete,6.5304,62.9,chromosome:NZ_CP051773.1/CP051773.1,,1,6078,2020-04-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/913/645/GCA_012913645.1_ASM1291364v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/913/645/GCF_012913645.1_ASM1291364v1,XXX
Mesorhizobium japonicum,Bacteria;Proteobacteria;Alphaproteobacteria,R7AstarV2,SAMN14677114,PRJNA627051,GCA_012972105.1,Complete,6.5304,62.9,chromosome:NZ_CP052769.1/CP052769.1,,1,6078,2020-05-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/972/105/GCA_012972105.1_ASM1297210v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/972/105/GCF_012972105.1_ASM1297210v1,XXX
Mesorhizobium japonicum,Bacteria;Proteobacteria;Alphaproteobacteria,R7ANSstar,SAMN14677145,PRJNA627051,GCA_012972145.1,Complete,6.0286,63.2,chromosome:NZ_CP052770.1/CP052770.1,,1,5696,2020-05-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/972/145/GCA_012972145.1_ASM1297214v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/972/145/GCF_012972145.1_ASM1297214v1,XXX
Mesorhizobium sp. NZP2077,Bacteria;Proteobacteria;Alphaproteobacteria,NZP2077,SAMN14571557,PRJNA496338,GCA_013170805.1,Complete,7.68995,62.2624,chromosome:NZ_CP051293.1/CP051293.1; plasmid pMSNZP2077A:NZ_CP051294.1/CP051294.1,,2,7123,2020-05-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/170/805/GCA_013170805.1_ASM1317080v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/170/805/GCF_013170805.1_ASM1317080v1,XXX
Mesorhizobium sp. NZP2077,Bacteria;Proteobacteria;Alphaproteobacteria,NZP2077,SAMN10272910,PRJNA496338,GCA_013170745.1,Complete,7.1949,62.4428,chromosome:NZ_CP033362.1/CP033362.1; plasmid pMSNZP2077NSa:NZ_CP033363.1/CP033363.1,,2,6738,2020-05-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/170/745/GCA_013170745.1_ASM1317074v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/170/745/GCF_013170745.1_ASM1317074v1,XXX
Mesorhizobium sp. 131-2-1,Bacteria;Proteobacteria;Alphaproteobacteria,131-2-1,SAMD00233072,PRJDB10077,GCA_016756535.1,Complete,7.10857,63.5672,chromosome:NZ_AP023247.1/AP023247.1; plasmid MesoLj131a2:NZ_AP023248.1/AP023248.1,,2,6570,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/756/535/GCA_016756535.1_ASM1675653v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/535/GCF_016756535.1_ASM1675653v1,XXX
Mesorhizobium sp. WSM1497,Bacteria;Proteobacteria;Alphaproteobacteria,WSM1497,SAMN05178614,PRJNA323416,GCA_001672455.2,Complete,7.19812,62.4154,chromosome:NZ_CP021070.1/CP021070.1; plasmid pWSM1497:NZ_CP021071.1/CP021071.1,,2,6567,2017-05-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/672/455/GCA_001672455.2_ASM167245v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/455/GCF_001672455.2_ASM167245v2,XXX
Mesorhizobium oceanicum,Bacteria;Proteobacteria;Alphaproteobacteria,B7,SAMN06054042,PRJNA354894,GCA_001889605.1,Complete,5.32456,65.0596,chromosome:NZ_CP018171.1/CP018171.1; plasmid unnamed1:NZ_CP018172.1/CP018172.1,,2,5077,2016-12-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/605/GCA_001889605.1_ASM188960v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/605/GCF_001889605.1_ASM188960v1,XXX
Mesorhizobium terrae,Bacteria;Proteobacteria;Alphaproteobacteria,NIBRBAC000500504,SAMN12645991,PRJNA562620,GCA_008727715.1,Complete,6.02479,63.2074,chromosome:NZ_CP044218.1/CP044218.1; plasmid unnamed:NZ_CP044217.1/CP044217.1,,2,5645,2019-09-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/727/715/GCA_008727715.1_ASM872771v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/727/715/GCF_008727715.1_ASM872771v1,XXX
Mesorhizobium japonicum R7A,Bacteria;Proteobacteria;Alphaproteobacteria,R7A,SAMN02597167,PRJNA627051,GCA_012913625.1,Complete,6.5304,62.9,chromosome:NZ_CP051772.1/CP051772.1,,1,6078,2020-04-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/913/625/GCA_012913625.1_ASM1291362v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/913/625/GCF_012913625.1_ASM1291362v1,XXX
Mesorhizobium japonicum R7A,Bacteria;Proteobacteria;Alphaproteobacteria,R7A,SAMN02597167,PRJNA496338,GCA_009761735.1,Complete,6.52999,62.9,chromosome:NZ_CP033366.1/CP033366.1,,1,6077,2019-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/761/735/GCA_009761735.1_ASM976173v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/761/735/GCF_009761735.1_ASM976173v1,XXX
Mesorhizobium sp. 113-3-3,Bacteria;Proteobacteria;Alphaproteobacteria,113-3-3,SAMD00233070,PRJDB10077,GCA_016756495.1,Complete,7.73106,62.8237,chromosome:NZ_AP023243.1/AP023243.1; plasmid MesoLj113b2:NZ_AP023244.1/AP023244.1; plasmid MesoLj113b3:NZ_AP023245.1/AP023245.1,,3,7130,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/756/495/GCA_016756495.1_ASM1675649v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/495/GCF_016756495.1_ASM1675649v1,XXX
Mesorhizobium sp. 131-3-5,Bacteria;Proteobacteria;Alphaproteobacteria,131-3-5,SAMD00233074,PRJDB10077,GCA_016756575.1,Complete,7.57015,62.6824,chromosome:NZ_AP023254.1/AP023254.1; plasmid MesoLj131c2:NZ_AP023255.1/AP023255.1; plasmid MesoLj131c3:NZ_AP023256.1/AP023256.1,,3,7046,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/756/575/GCA_016756575.1_ASM1675657v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/575/GCF_016756575.1_ASM1675657v1,XXX
Mesorhizobium opportunistum WSM2075,Bacteria;Proteobacteria;Alphaproteobacteria,WSM2075,SAMN02232036,PRJNA33861,GCA_000176035.2,Complete,6.88444,62.9,chromosome:NC_015675.1/CP002279.1,,1,6462,2011-06-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/035/GCA_000176035.2_ASM17603v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/035/GCF_000176035.2_ASM17603v2,XXX
Mesorhizobium australicum WSM2073,Bacteria;Proteobacteria;Alphaproteobacteria,WSM2073,SAMN02232035,PRJNA47287,GCA_000230995.3,Complete,6.20053,62.8,chromosome:NC_019973.1/CP003358.1,,1,5765,2012-12-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/995/GCA_000230995.3_ASM23099v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/995/GCF_000230995.2_ASM23099v3,XXX
Mesorhizobium jarvisii,Bacteria;Proteobacteria;Alphaproteobacteria,ATCC 700743,SAMN10272903,PRJNA496338,GCA_013170785.1,Complete,7.20106,62.8971,chromosome:NZ_CP033507.1/CP033507.1; plasmid pMJ700743a:NZ_CP033508.1/CP033508.1; plasmid pMJ700743b:NZ_CP033509.1/CP033509.1,,3,6800,2020-05-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/170/785/GCA_013170785.1_ASM1317078v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/170/785/GCF_013170785.1_ASM1317078v1,XXX
Mesorhizobium sp. NBSH29,Bacteria;Proteobacteria;Alphaproteobacteria,NBSH29,SAMN13014951,PRJNA554385,GCA_015500055.1,Complete,4.00756,58.9609,chromosome:NZ_CP045492.1/CP045492.1; plasmid unnamed1:NZ_CP045493.1/CP045493.1; plasmid unnamed2:NZ_CP045494.1/CP045494.1; plasmid unnamed3:NZ_CP045495.1/CP045495.1,,4,3815,2020-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/500/055/GCA_015500055.1_ASM1550005v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/500/055/GCF_015500055.1_ASM1550005v1,XXX
Mesorhizobium japonicum MAFF 303099,Bacteria;Proteobacteria;Alphaproteobacteria,MAFF 303099,SAMD00061086,PRJNA18,GCA_000009625.1,Complete,7.5963,62.4657,chromosome:NC_002678.2/BA000012.4; plasmid pMLa:NC_002679.1/BA000013.4; plasmid pMLb:NC_002682.1/AP003017.1,,3,7058,2001-02-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/625/GCA_000009625.1_ASM962v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/625/GCF_000009625.1_ASM962v1,XXX
Mesorhizobium ciceri,Bacteria;Proteobacteria;Alphaproteobacteria,CC1192,SAMN04604738,PRJNA317272,GCA_001618825.1,Complete,6.94363,62.4946,chromosome:NZ_CP015062.1/CP015062.1; plasmid pMc1192:NZ_CP015063.1/CP015063.1,,2,6492,2016-04-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/825/GCA_001618825.1_ASM161882v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/825/GCF_001618825.1_ASM161882v1,XXX
Mesorhizobium loti,Bacteria;Proteobacteria;Alphaproteobacteria,NZP2042,SAMN05172963,PRJNA496338,GCA_013170705.1,Complete,6.87035,63.1,chromosome:NZ_CP033334.1/CP033334.1,,1,6440,2020-05-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/170/705/GCA_013170705.1_ASM1317070v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/170/705/GCF_013170705.1_ASM1317070v1,XXX
Mesorhizobium ciceri ca181,Bacteria;Proteobacteria;Alphaproteobacteria,ca181,SAMN02470606,PRJNA40923,GCA_000474725.1, Chromosome,7.04148,60.9,chromosome chr:NZ_CM002796.1/CM002796.1,ASTL01,1,5347,2013-10-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/474/725/GCA_000474725.1_MciceriCa181_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/474/725/GCF_000474725.1_MciceriCa181_1.0,XXX
Mesorhizobium sp. 131-2-5,Bacteria;Proteobacteria;Alphaproteobacteria,131-2-5,SAMD00233073,PRJDB10077,GCA_016756555.1,Complete,7.9939,62.4986,chromosome:NZ_AP023249.1/AP023249.1; plasmid MesoLj131b2:NZ_AP023250.1/AP023250.1; plasmid MesoLj131b3:NZ_AP023251.1/AP023251.1; plasmid MesoLj131b4:NZ_AP023252.1/AP023252.1; plasmid MesoLj131b5:NZ_AP023253.1/AP023253.1,,5,7372,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/756/555/GCA_016756555.1_ASM1675655v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/555/GCF_016756555.1_ASM1675655v1,XXX
Mesorhizobium sp. INR15,Bacteria;Proteobacteria;Alphaproteobacteria,INR15,SAMN13014950,PRJNA554385,GCA_015500075.1,Complete,7.45862,61.9608,chromosome:NZ_CP045496.1/CP045496.1; plasmid unnamed1:NZ_CP045497.1/CP045497.1; plasmid unnamed2:NZ_CP045498.1/CP045498.1; plasmid unnamed3:NZ_CP045499.1/CP045499.1; plasmid unnamed4:NZ_CP045500.1/CP045500.1,,5,7003,2020-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/500/075/GCA_015500075.1_ASM1550007v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/500/075/GCF_015500075.1_ASM1550007v1,XXX
